,Tweets,Time,Username
88,"just arrived at @makerfaire, hanging out with the Life Size Mousetrap crew http://post.ly/24lAx",5/21/2011,LaughingSquid
89,"15 Prototypes, 11 Exploratorium Favs, 7 Tinkering Activities, 19 Makers, 52 Staff & vlnteers= Exploratorium @MakerFaire http://bit.ly/luc3gh",5/21/2011,exploratorium
90,"Makers on Parade: @kevin2kelly's encomium to this year's #makerfaire San Mateo. http://bit.ly/lDVSxy Detroit, NYC later this year",5/22/2011,timoreilly
91,"One epiphany about @makerfaire is it is ""Burning Man for families."" Not to mention the crowds! They should make it a week long thing.",5/22/2011,Scobleizer
92,Scavengers Cleaning up After the Faire http://post.ly/25Gxb,5/22/2011,makerfaire
93,"""I'm delighted to be in a place where the line for parents & kids to learn to solder is longer than the line for waffle cones"" #makerfaire",5/22/2011,AnthroPunk
94,There are moments when i think that Legos are the closest thing we have to a universal language. #makerfaire,5/22/2011,tempo
95,Maker Faire is the strongest evidence yet that technology is *not* dehumanizing. #makerfaire,5/22/2011,tempo
96,Just handed out the last #makerfaire swag board - we hope everyone enjoys them!  Happy hacking!,5/22/2011,inmojo
97,Sneak peek of the new all-tube Philosophy bass head @makerfaire http://flic.kr/p/9KVrMP,5/22/2011,BassPlayerWeb
98,Life-size mousetrap game at #makerfaire. Kickstarter campaign to bring it to schools http://www.kickstarter.com/projects/195166246/the-lifesize-mousetraps-2011-tour-powered-by-veget?ref=live …http://twitpic.com/518jfi ,5/22/2011,timoreilly
99,7 year old At Makerfaire asked if I would be willing to trade my MakerBot for his entire collection of Legos.,5/22/2011,bre
100,Summary of our #makerfaire talk we did yesterday: The Secrets of Secret Doors! http://bit.ly/j6zy6k,5/22/2011,becausewecan
101,Waiting backstage at Makerfaire. Apparently Mike Rowe is killing onstage. I'm next.,5/22/2011,donttrythis
102,Original iPhone teardown by @ifixit (at @makerfaire)  http://yfrog.com/h29bzoqj ,5/22/2011,applespotlight
103,How To Make Kinetic Art: Almost Scientific #MakerFaire InnovationStage 11am http://bit.ly/mdgism,5/22/2011,make
104,Video at MakerFaire here's a real working moving R2D2  http://yfrog.us/0d37az ,5/22/2011,jowyang
105,"1 of our staff will be at #makerfaire ! Stay in touch for a ""Where's Waldo (Edutopia)?"" game this afternoon 4 some giveaways!",5/22/2011,edutopia
106,Why is @makerfaire awesome??? Super cute baby Princess Leia @BazaarBizarreSF !!! http://twitpic.com/513g06,5/22/2011,MartinHsu
107,"And now, @donttrythis dancing in a Faraday cage while Tesla coils play Doctor Who theme at @MakerFaire: http://j.mp/lN8KM0",5/23/2011,thinkgeek
108,"Highlights (Tesla coils, Thing-O-Matics, grow-your-own mushroom kits, and more) from @makerfaire: http://bit.ly/igROoX #diy #design",5/23/2011,dwell
109,Musical Tesla Coils @ArcAttack Perform Theme From Doctor Who at @MakerFaire http://owl.li/51aoe,5/23/2011,LaughingSquid
110,"Trash Amp Turns Junk Into ""Ridiculously Loud"" Speakers
http://su.pr/2l1hXY #makerfaire #makerfaire2011 #design #DIY",5/23/2011,TreeHugger
111,VIDEO: @SFcantina Bith Band plays at the #StarWars Puppet @craft @makerfaire workshop! Sorry for the weird angles! http://goo.gl/SMvb4,5/23/2011,starwars
112,"Happy to see @BurdaStyle's online community for #DIY fashion at
#makerfaire http://su.pr/1Fuuxs #makerfaire2011",5/23/2011,TreeHugger
113,"Maker Faire Goat Eats Microphone: Yesterday in Homegrown Village at Maker Faire, our video crew found themselves... http://bit.ly/ik7XBe",5/23/2011,makerfaire
114,“MythBuster cage dances to the Dr. Who theme while blasted by Tesla coils http://ow.ly/510nG ” Arc Attack at @makerfaire! (Via @bonniegrrl),5/23/2011,LibbyBulloff
115,"A cool @makerfaire moment: ArduCopter (@diydrones autonomous quadcopter) flying, watched by Arduino's @mbanzi: http://bit.ly/lywVJi",5/24/2011,chr1sa
116,"@webOSroundup: @philmckinney Controls Appliances with #TouchPad #MakerFaire! http://goo.gl/Z7Cya ^AF

Programmed by Dev Rel's Kevin Hague!",5/25/2011,richardkerris
117,RT @kkjordan: VIDEO: Tesla coils + Imperial March + Dude in chain mail suit = Nerdgasm :D #StarWars #MakerFaire http://moby.to/an468y ,5/26/2011,starwars
118,Inspired by @MakerFaire? Live near the Bay Area? Workshop Weekend (5/28 & 29) can take you to the next level http://bit.ly/lyILEW,5/26/2011,make
119,#qs2011 and #makerfaire in the same week ... Citizen Science for the win.,5/28/2011,pingDeb
120,Missed Maker Faire (or just missing it)? Great shots here. RT @makerfaire: MAKE Flickr Pool Weekly Roundup: http://bit.ly/le0lnP,5/29/2011,arwenogriffith
121,"In This Week's Newsletter: Our Favorite Menswear Patterns, Make a Trixie Romper, #MakerFaire San Mateo + more. - http://eepurl.com/dDWtU",5/3/2011,BurdaStyle
122,The @MakerFaire_TO was amazing! So many great projects & people. It's still on Sunday 10-6!  Some things you'll see: http://vimeo.com/23422501 ,5/7/2011,bartekci
123,"Check out http://hackasaurus.org, a Mozilla site to teach kids DOM hacking. Awesome. @MakerFaire_TO",5/7/2011,flying_squirrel
124,Inventory at @MakerFaire_TO - 3D printers: 7. Regular printers: 0. 1960's teletype machines: 1.,5/7/2011,malexw
125,"Free tickets to @MakerFaire in San Mateo,CA on May 21, 22-teach knit, crochet, stitch @TNNAorg needlearts booth - email tnnamaker@gmail now!",5/9/2011,TNNAorg
126,have awesome photos of @makerfaire_van? Join the flickr group http://www.flickr.com/groups/makerfairevan/ … -want to see awesome photos of #makerfairevan? (seeabove),6/25/2011,vanmakerfaire
127,"OH at @makerfaire_van ""Can u sign this waiver before coming in?"" ""Sure, but why?"" ""Oh, you know...Giant Robots. Fire.""",6/25/2011,DavidNiddrie
128,Mini Maker Faire Vancouver (and cycEL glow bikes) on community tv: http://youtu.be/V7GBLZ84xrw?t=3m12s … #cycEL /cc @makerfaire_van,6/27/2011,lukec
129,[Event!] Wanneer komt de Maker Fair nou eens naar Nederland? http://lfhck.nl/lDRzCU ^FM (@makerfaire we need you in the Netherlands!),6/28/2011,lifehacking
130,Thank you @PBS RT @makerfaire Can @MakerFaire help America improve science and technology education?  http://ow.ly/1ucfVM,6/29/2011,OReillyMedia
131,Can Maker Faire help America improve science and technology education? Yes! Dale is on NewsHour tonight: http://ow.ly/1ucfVM,6/29/2011,makerfaire
132,Nice: MT @jmergy: Great. Saw @milesobrien @makerfaire so glad there will be a segment on it. Pic here  http://mergy.org/ymdy2,6/29/2011,NewsHour
133,Let's try this again! Moving portraits from Maker Faire Kansas City: http://ow.ly/1uc2qV,6/29/2011,makerfaire
134,RT @makerfaire: Maker Faire is truly a Maker Movement. Here's a link to the entire piece from @PBS last night: http://ow.ly/5u84C,6/30/2011,PBS
135,Maker Faire is truly a Maker Movement. Here's a link to the entire piece from @PBS last night: http://ow.ly/5u84C,6/30/2011,makerfaire
136,"Last call for crafters, hackers + inventors who want to be part of Brighton's 1st @makerfaire  http://ow.ly/5tEEK #bmmf",6/30/2011,MakerFaireBTN
137,here are my photos from @MakerFaire Bay Area 2011 http://owl.li/5a9My,6/4/2011,LaughingSquid
138,"Our talk is up from #MakerFaire: http://fora.tv/2011/05/22/Sally_Applin_AnthroPunk  (Meta Making, Culture Making and the Making of #making)",6/6/2011,AnthroPunk
139,If you couldn't be at Maker Faire last month (@makerfaire) check out Max & Ryan's full talk here... http://fb.me/Pi9DLFuN,6/8/2011,ModCuisine
140,I'm organising volunteers for Brighton mini-Makerfaire on 3rd September (set up 2nd) please get in touch if you can help http://www.makerfairebrighton.com/makers/ ,7/25/2011,AnnaDumitriu
141,Apply now to be a BUST Magazine Craftacular vendor at the World's Largest DIY Festival -- @makerfaire New York! http://bit.ly/cCJAcF ,7/26/2011,bust_magazine
142,"I really loved @makerfaire, but it made me want to quit my job and work on all the projects I don't have time for.....;^)",7/31/2011,restifo
143,Omg we won editors choice @makerfaire @Etsy,7/31/2011,kimmchi
144,"RT @NewsHour: Giant talking giraffes, fire-breathing dragons, Guitar-Hero robots and more @makerfaire http://ow.ly/5vMjA",7/4/2011,PBS
145,'Guerrilla Moldmaking' seminar from #MakerFaire Detroit. https://www.facebook.com/media/set/?set=a.2204566924484.124606.1556728073 …,8/1/2011,SmoothOn
146,I'll be presenting my #RepRap on @makerfaire NYC!!! My proposal just got accepted! :-) cc @bjepson,8/11/2011,josefprusa
147,"@timoreilly, @thecrucible, @howtoons ++>> You'll find yourself in there!  New vid of 2010 East Bay Mini #MakerFaire: http://wp.me/Vfuw",8/15/2011,EBMakerFaire
148,2nd Annual World @MakerFaire New York takes place September 17 &18 at @nysci in Queens http://owl.li/66J0P ,8/18/2011,LaughingSquid
149,+1 http://bit.ly/pg5t9Q  RT @makerfaire: Announcing the Maker Faire YouTube channel http://bit.ly/o9u0cX   @YTPartners,8/22/2011,radar
150,Nifty solar powered mobile hotspot from @bjepson http://bit.ly/oEWHGH  He's hosting a RI Mini @MakerFaire 9/10 http://kck.st/nq9Ct9 ,8/29/2011,radar
151,"VIDEO: Me talking about my crafts from my #StarWars Craft Book! Thanks @MakerFaire, @make & @craft! http://goo.gl/SdVzU ",8/29/2011,bonniegrrl
152,By @tcarmody. +1 to @make & @dalepd & @makerfaire RT @wired Big DIY: The Year the Maker Movement Broke http://bit.ly/pVygsd,8/6/2011,digiphile
153,Makers will lead the next economy.  There's no other internet-scale thing in the pipeline.  #makerfaire #arduino #reprap #fablab #newspace,8/8/2011,stevegt
154,"Our Friends in Parkville have a Call for Makers! Mini-Maker Faire August 19, 20 and 21! http://conta.cc/qPkvXi  #makerfaire",8/8/2011,makerfairekc
155,Looks like I'll be presenting at Maker Faire NYC! whoo hoo! http://makerfaire.com/newyork/2011/   @makerfaire,8/9/2011,anya1anya
156,"US White House on Education and Making at #MakerFaire NYC, 1 pm Sat on Main Stage.  http://cot.ag/qaNYlu ",9/11/2011,make
157,"""Hackerspaces: Schools of the Future"" at @makerfaire NYC http://bit.ly/qTlTzU  #mfa11 #makerfairafrica",9/11/2011,emeka_okafor
158,"World @MakerFaire NYC takes place this weekend, September 17 & 18 at @NYSCI in Queens http://owl.li/6sbbv ",9/12/2011,LaughingSquid
159,"OK, I know you're all tuning into #HelloEtsy this wkend, but we'll also be at @makerfaire NY! Come play our award-winning Whack-a-Treasury!",9/14/2011,Etsy
160,Beat the #makerfaire rush and help @maltman23 and @bilalghalib fund their Egypt Hackerspace effort now! http://www.kickstarter.com/projects/bilal/3-day-egyptian-maker-space-expanding-the-maker-mov …,9/15/2011,Nickf4rr
161,.@anildash on how the #Maker Movement could help solve pressing political and social issues: http://cl.ly/ACZi @makerfaire [VIDEO],9/16/2011,Shareable
162,"Insanely cool hack behind Chumby's NETV, to insert content into HDMI stream w/o decryting it: #makerfaire  http://pulse.me/s/1HEHY ",9/16/2011,mikeloukides
163,News: New #arduino products announced on the NYC #MakerFaire 2011 http://arduinoarts.com/2011/09/news-new-arduino-products-announced-on-the-nyc-makerfaire-2011/ … via @arduinoblog,9/17/2011,arduinoarts
164,Brilliant time at @MakerFaire - nearly dead with a combo of caffeine and over-enthusiasm. Big thankyou to everone who came along to see us.,9/17/2011,Raspberry_Pi
165,#makerfaire was an amazing play test today! kinect w/no background &crowds held up impressively well thanks to @OmekInteractive's Beckon,9/17/2011,phoenixperry
166,RT @intel_jim: Thanks @PhilMcKinney for the great #MakerFaire talk on Hacking Autism. We enjoyed it very much! http://bit.ly/oZ1t3W  [thanks],9/17/2011,philmckinney
167,We've been talking manufacturing this afternoon in new york at the @makerfaire. http://yfrog.com/ny5fxtj ,9/17/2011,KeepitMadeinUSA
168,Can't believe I've lived in nyc for 30 years and never seen this! #makerfaire http://yfrog.com/ny2hoij ,9/17/2011,bust_magazine
169,AAM is at @makerfaire. Keep it made in America! http://yfrog.com/h8xvvwbej ,9/17/2011,KeepitMadeinUSA
170,"2:30pm, Main Stage: Hacking Autism: Using Technology to Give People with Autism a Voice http://makerfaire.com/pub/e/7083  #makerfaire  #autism",9/17/2011,make
171,One hour left to meet Ira flatow at the scifri booth in maker pavillion #makerfaire  http://lockerz.com/s/139551866 ,9/17/2011,scifri
172,"Go to the World @makerfaire to see a life-size mousetrap crush a police cruiser, giant singing Tesla coils and more: http://tmout.us/ohzi6h ",9/17/2011,TimeOutNewYork
173,Hey #MakerFaire people - enter the September 2011 Competition http://wp.me/pQmjR-1Tr  for a chance to win a LoLShield or Zigduinos! #arduino,9/17/2011,tronixstuff
174,World @MakerFaire New York today & tomorrow (@ World Maker Faire 2011 w/ 21 others) http://4sq.com/ros685 ,9/17/2011,LaughingSquid
175,"If you're near NYC, head to @MakerFaire today & tomorrow! Meet fave crafters, hang w/our team, learn & be inspired. Hope to see you there!",9/17/2011,craft
176,Time change - my free Processing workshop at @makerfaire today is from 1:30 to 2:15.,9/17/2011,blprnt
177,#makerfaire #hackingautism Blue Ribbon editor's choice woot! http://ow.ly/i/hzli ,9/18/2011,autismspeaks
178,"RT @tbuser: Great to meet @tinkercad at MakerFaire, I think Tinkercad is the easiest way for novice to design things to print on a Makerbot!",9/18/2011,scottjanousek
179,RT @core77: Tinkercad.com is a web browser 3D modeling tool - DL your STL files or send directly to @shapeways to print @makerfaire,9/18/2011,shapeways
180,Girls Dancing in Faraday Cage Struck by Lightning at @makerfaire - http://yfrog.com/klk07ojj ,9/18/2011,nerdyorkcity
181,Kids Dancing in Big Blue Faraday Cage To Doctor Who Theme Performed By Tesla Coils! Most Awesome Thing I Saw At @makerfaire!,9/18/2011,nerdyorkcity
182,"""Designers think they are in the artifact business. No, they are not. They are in the consequence business"" -  @chochinov at @MakerFaire NYC",9/18/2011,designindaba
183,Hi #makerfaire we're here again today in the maker pavilion. From 12- 2 meet Flora Lichtman who produces our weekly videos! Come say hello!,9/18/2011,scifri
184,Don't Miss a Thing at #MakerFaire: Free new iPhone app http://oreil.ly/pr1RZ8  - Android app http://oreil.ly/nhg0a0  /gg,9/18/2011,OReillyMedia
185,What Happened Yesterday at World #MakerFaire? http://oreil.ly/odXOWm  Prepare for today's fun #NYC /gg,9/18/2011,OReillyMedia
186,Complete Sunday Schedule http://post.ly/3GI2r ,9/18/2011,makerfaire
187,Photos: World @MakerFaire New York 2011 http://owl.li/6yjEj ,9/19/2011,LaughingSquid
188,MIDI Controlled Drum Machine Robots by @tim_laursen at World @MakerFaire New York 2011 http://owl.li/6yol2 ,9/19/2011,LaughingSquid
189,I uploaded a @YouTube video http://youtu.be/gHvVnGVbDFg?a  Arc Attack Plays the Dr. Who Theme Song at Makerfaire NYC 20,9/19/2011,sciguy14
190,My personal fav made @MakerFaire out @nysci this weekend: http://youtu.be/_5Uj5KVVRr8?a  branded Jules' Project. We had over 30 youth breaking ads!!,9/19/2011,DCVito
191,Had a blast demoing the @HoneyBuild timelapse app at #MakerFaire. Thrilled @connors934 gave it an Editor's Choice awardhttp://twitpic.com/6nn8t5 ,9/19/2011,josephflaherty
192,My 2 sec of fame!  My open source geiger counter makes a cameo on ABC news (http://abcn.ws/qzlUoY ) #makerfaire  http://bit.ly/nw1kF4 ,9/19/2011,mightyohm
193,7 Awesome #DIY Projects we found at #MakerFaire Nyc http://bit.ly/oeLoWW ,9/20/2011,PopMech
194,RT @anya1anya: here's my @makerfaire presentation from Sunday: http://fora.tv/2011/09/18/DIY … [Designing Self Organized Education],9/20/2011,gkofiannan
195,Watch the @Engadget Show tonight for World @MakerFaire New York with @bekathwia & @MattRichardson http://cot.ag/pqrfJf ,9/20/2011,make
196,Dave Durant did a really nice write up of @Ultimaker and the other awesome things at Makerfaire! #makerfaire #RepRap http://davedurant.wordpress.com/2011/09/19/makerfaire-nyc/ …,9/20/2011,ErikDeBruijn
