,Tweets,Time,Username
35,"NZ, let's make 2012 the year to have our first #makerfaire! http://www.makers.org.nz/2012/03/05/time-for-a-maker-faire-in-nz/ …",3/5/2012,makerOrgNz
36,Ireland gets its own Mini-#MakerFaire! Call for participation http://bit.ly/yhOV8Z  #make #diy Dublin in July.,3/7/2012,timoreilly
37,"Roll up your sleeves! #YYC first Mini MakerFaire is coming - September 8, 2012. http://www.makerfaireyyc.ca/  #excited",4/10/2012,Beakerhead
38,Caine's Arcade INSPIRING! AMAZING! I want to go! https://vimeo.com/40000072  @makerfaire @nysciEDU @chrislarry33 @amptMN @marielaazcuy,4/10/2012,thenewspace
39,There's nothing positive that can come from #MakerFaire and #DARPA coming together to make a high school science program. Nothing.,4/2/2012,abditum
40,"Road to Maker Faire Challenge, presented by @esurance, closes this week. Makers apply for $2K prize to #MakerFaire! http://bit.ly/road2mf ",4/2/2012,timoreilly
41,In the Boston area with the day off? Head over to the Cambridge Mini-MakerFaire http://bit.ly/HW1aS1  Organized by @connors934,4/20/2012,josephflaherty
42,Java at the Bay Area Maker Faire! #makerfaire http://ow.ly/avMKL ,4/25/2012,java
43,"""Maker Faire Education Day is a great way for teachers & their students to get the most out of @makerfaire""-@timoreilly http://j.mp/IqFVa5 ",4/26/2012,radar
44,"@pdp7 .. follow @MMFEvanston to find out more about the #MakerFaire coming in August. #MMFEvanston
-- tweet your interest too - for planning",4/30/2012,MMFEvanston
45,Debuting some wearable holograms in a tech/fashion show at @makerfaire next Saturday!,5/10/2012,glowascii
46,I wrote on @ExpoMagazine why #eventprofs should take a page from @MakerFaire's playbook & consider outdoor venues  http://bit.ly/LZlJm5  #li,5/10/2012,mjlevitt
47,"8 days until @MakerFaire. How will you arrive? Bike? Taking @GoCaltrain? Carpooling? Either way, follow @FaireTraffic!",5/11/2012,make
48,"Eben and I will be at @MakerFaire Bay Area on the 19th and 20th of May - if you're there, please come and say hi!",5/11/2012,Raspberry_Pi
49,In the @United lounge at #LHR waiting for my flight to #SFO and the @Make #HardwareInnovationWorkshop and @MakerFaire CA next week.,5/12/2012,aallan
50,Thoughtful interview with @emeka_okafor on CNN - Sustainable Technologies in Africa and MakerFaire http://cnn.com/video/data/2.0/video/business/2012/05/14/marketplace-africa-sustainable-tech-innovation.cnn.html … via @iana_aranda,5/14/2012,KelechiUjuu
51,Excited for the @Raspberry_Pi panel this weekend at #makerfaire.  Details & link to  win a #raspi on @element14 http://www.element14.com/community/groups/maker-faire …,5/14/2012,SabrinaD
52,"In the Bay Area this weekend? Join @makerfaire for a festival of invention and creativity, and meet @Square merchants:http://makerfaire.com/bayarea/2012/ ",5/15/2012,Square
53,Celebrate #MakerFaire - Save 50% on #ebooks for MAKERS http://oreil.ly/ebooks-makers  - Use code WKMAKE through 05/21,5/15/2012,OReillyMedia
54,Double geek treat this weekend in SF Bay Area: #MakerFaire and annular solar #eclipse. Wear eye protection for both events!,5/15/2012,mah1
55,Learn #Arduino + #iOS from @aallan + save 60% through May 21 http://oreil.ly/Arduino-iOS  #MakerFaire,5/15/2012,OReillyMedia
56,Celebrate #MakerFaire!  Save 50% on @OReillyMedia #ebooks for MAKERS http://oreil.ly/ebooks-makers  - Use code WKMAKE,5/16/2012,make
57,"Looking fwd to the annual pilgrimage of geek bliss on Sunday, aka @makerfaire in San Mateo. Nice app too http://app.net/makerfaire ",5/17/2012,charleneli
58,I'll be at #makerfaire all weekend with the DIYDrones/3DRobotics team and the GeekDad teams in big side-by-side booths. Come visit!,5/18/2012,chr1sa
59,PandoList's preview of #makerfaire gives a sense of how cool it is http://bit.ly/LlFBAX  But video can't live up to the real thing!,5/18/2012,timoreilly
60,Timmy from @ThinkGeek stopped by the @WIREDGeekDad booth at #MakerFaire! http://campl.us/jyNG ,5/18/2012,tim846
61,"So much planned for #MakerFaire this weekend! Come and see Blaine build a kayak tomorrow, and @YESandYESdesign laser some puppets on Sunday.",5/18/2012,TechShopSF
62,"The party at #MakerFaire is ramping up. Watch all the action live, and send us tweets! http://makerfaire.com/live ",5/18/2012,make
63,You gotta come play physical TRON @MakerFaire. One of best digital meets physical installations ever. THx @frogdesign! http://ow.ly/b00Gy ,5/18/2012,sannmer
64,"#makerfaire weekend: ""Kids!  Look at what this nice man made!""
Other 51 weekends: ""Stay away from him""",5/19/2012,soupandtea
65,"If you go to @makerfaire do NOT miss #tapigami. It's the most creative, amazing, beautiful thing I've seen in my 3 years attending!",5/19/2012,Tinygami
66,"Overheard at @makerfaire: ""my god, there are robots everywhere!""",5/19/2012,jadfoo
67,Now that's a real electric guitar! @MakerFaire http://flic.kr/p/c1VJD1 ,5/19/2012,NixiePixel
68,@makerfaire people keep asking what I make.  Turns out I make makers #makermom,5/19/2012,mbjerede
69,You can call me Khaleesi. #MakerFaire  #SanFranciscopic.twitter.com/qpkoamrj,5/19/2012,JessicaChobot
70,"I've lost Eben, and am roaming #MakerFaire w a drunk guy from Facebook. This can't end well.",5/19/2012,Raspberry_Pi
71,Keytar (the computer kind)! Roller skates! Unicorn! RT @element14: @jeriellsworth sighting with her #MakerFaire project http://p.twimg.com/AtSarErCAAEcGuJ.jpg …,5/19/2012,bekathwia
72,Get your weld on! Making things + industrial internet...than's what's fueling GE Garages @MakerFaire this weekend. #MakerFaire,5/19/2012,bethcomstock
73,"Enter to win a PC DIY Starter Kit from ASUS and @CorsairMemory worth $1,035! http://goo.gl/ounge  #MakerFaire",5/19/2012,ASUSUSA
74,#makerfaire makes my inner 12 year weep with joy. Where were you in 1977?,5/19/2012,drwave
75,"Maker Education Initiative Launches at Maker Faire
http://ow.ly/b1lao  #MakerEducation #makerfaire @EdSurge",5/19/2012,elemenous
76,Are you watching our livestream? http://makerfaire.com/live  Tweet at us using #MakerFaire!,5/19/2012,makerfaire
77,RT @JaymiHeimbuch: My very favorite thing at #makerfaire is The Little Green Vardo wagon home. So amazing http://instagr.am/p/K0gxXXHKKP/ ,5/19/2012,TreeHugger
78,RT @JaymiHeimbuch: 3D printers are everywhere at #makerfaire  http://instagr.am/p/K0YqqKHKFR/ ,5/19/2012,TreeHugger
79,Center Stage absolutely packed for the #Raspi talk. We are melting but happy. #MakerFaire,5/19/2012,Raspberry_Pi
80,Follow us in the Edmodo #makerfaire community: http://edmodo.com/publisher/edsurge … @edsurge #makereducation,5/19/2012,edmodo
81,"Blown away by John Collins and his paper planes! Planes that fly back to you in a circle, others that fly back upsidedown- wow!! #makerfaire",5/19/2012,sugru
82,"Gearing up for education panel with @Raspberry_Pi, @benheck, @mattrichardson #makerfaire pic.twitter.com/XLaKFgFr",5/19/2012,element14_Avnet
83,Bay Area Fixers unite! We're hosting a pizza party after day 1 of the #MakerFaire. Come hang out w/ us at 8:30 tonight: http://meetu.ps/bSBsn ,5/19/2012,iFixit
84,[Timely] 5-Min Film Fest: DIY Education at the#MakerFaire http://bit.ly/LkgRcr  #MakerEducation #edchat,5/19/2012,edutopia
85,Thanks everyone who came out to my @makerfaire Quadcopter UAV presentation/demo. Drones are hot! http://blog.makezine.com/2012/05/20/chris-anderson-packs-the-house/ …,5/20/2012,chr1sa
86,"Missed so many groups I wanted to talk to at #MakerFaire, guess I'll just have to go to NY...and come back next year...and the year after...",5/20/2012,bjmclaughlin
87,"After a long weekend at #MakerFaire, makers and their robots are just a bit tired out. pic.twitter.com/VFGQ5Gct",5/20/2012,dalepd
88,#solareclipse in shadows on wall perfect ending to great weekend at #MakerFaire pic.twitter.com/54zvwQNW,5/20/2012,dalepd
89,Maker Faire Bay Area 2012 has come to a close. To celebrate we are livestreaming the solar eclipse: http://ow.ly/b26jW ,5/20/2012,makerfaire
90,We are livestreaming the solar eclipse: http://ow.ly/1MvHyO  #MakerFaire,5/20/2012,make
91,How @Tinkercad saved the day at #MakerFaire with the @Makerbot Replicator! http://www.makerbot.com/blog/2012/05/20/maker-faire-emergency-averted-by-tinkercad-and-makerbot/ …,5/20/2012,makerbot
92,Safe viewing of the eclipse while waiting in line for #makerfaire shuttle (bus) pic.twitter.com/3KFgo8kT,5/20/2012,NASAAmes
93,The life blood of this body is ASUS #MakerFaire http://twitpic.com/9nfp1r ,5/20/2012,ASUSUSA
94,This is the freakiest bike ride I've ever been on. #makerfaire pic.twitter.com/bvLsfsDB,5/20/2012,Agmoseman
95,"http://radar.oreilly.com/2011/11/dale-dougherty-make-white-house.html … RT @audreywatters ""There's a movement here…People are getting their hands dirty""-@donttrythis #MakerFaire",5/20/2012,digiphile
96,Can makers change the world? Inspire? @TechCrunch thinks so. #MakerFaire. http://techcrunch.com/2012/05/20/make-play-lear/ …,5/20/2012,MarkHatch
97,Cool video: Guitar-controlled Tesla coil light show by @adamsavage at @makerfaire  http://yfrog.us/067d5lz ,5/20/2012,charleneli
98,EFF is at @makerfaire in San Mateo! Find us near the south wall of the expo hall. https://eff.org/r.4abt ,5/20/2012,EFF
99,"Yep, it's me playing banana piano. The limes are percussion #makerfaire pic.twitter.com/jxzQwJcf",5/20/2012,Agmoseman
100,"OH at #makerfaire: ""This is like Disneyland for nerds."" #fb",5/20/2012,obrien
101,"Watch Maker Faire Bay Area 2012 livestreaming all day. Interviews, in-depth discussions, delightful interactions. LIVE! http://makerfaire.com/live ",5/20/2012,makerfaire
102,Don't want to wait weeks for a @printrbot or @makerbot Replicator? You can buy them today in the @makershed at @makerfaire in San Mateo!,5/20/2012,bjepson
103,Day 2 of #MakerFaire - we'll be demoing the Raspberry Pi on the demo stage at 11am. Come and see us!,5/20/2012,Raspberry_Pi
104,"MakerFaire still happening today! Check this out, then see it for yourself. RT @dalepd: Maker Faire First Day Favorites http://wp.me/p22K2I-UFe ",5/20/2012,timoreilly
105,"55 3D printers, 23 unique designs at #makerfaire.  Shawn Wallace conducts a MakerFaire 3D Printer Census http://wp.me/p22K2I-UCw ",5/20/2012,dalepd
106,"Great interview with a man who built his own sub, and who swims with sharks http://bit.ly/JgiEgZ  He'll be at #makerfaire today",5/20/2012,timoreilly
107,"RT @_trialnerror_: @makerfaire You know it's a fun place when you hear kids yelling. ""Dad!!! Come here and sign the waiver!""",5/20/2012,makerfaire
108,"If you were hoping to make my talk at #makerfaire it's been recorded! AMAZINGLY ENOUGH, it's up: http://bit.ly/JMnwcU ",5/21/2012,bilalghalib
109,@dalepd @timoreilly Check out this Maker Faire last minute hero saves the day story http://wp.me/p2dQH1-B5  #makerfaire at its best,5/21/2012,kaibackman
110,"Enter to win a PC DIY Starter Kit from ASUS and @CorsairMemory worth $1,035! http://goo.gl/ounge  #MakerFaire",5/21/2012,ASUSUSA
111,"Got my pic taken with @Steenaire at #makerfaire. Barely managed to spell out ""BOOB"" on a calculator before the flash pic.twitter.com/CHLoHjtQ",5/21/2012,DocPop
112,"DIYer's delight: @MakerFaire 2012 features insectoid bots, Android-powered satellites, & everything in between [video] http://bit.ly/JwZ1fq ",5/21/2012,wroush
113,Four favorite bikes found at #makerfaire from solar-power to beautifully carved wood http://ow.ly/b34Vy ,5/21/2012,TreeHugger
114,One of our favorite things spotted at #makerfaire is the Ninja Standing Desk. This travel desk is pure awesome: http://ow.ly/b34PA ,5/21/2012,TreeHugger
115,"3D Printers all the rage at this year's #makerfaire - The revolution is already underway for ""democratized creativity"" http://ow.ly/b34JD ",5/21/2012,TreeHugger
116,"New post: vid of #Raspi panel discussion from #MakerFaire w Eben, @BenHeck and @MattRichardson http://www.raspberrypi.org/archives/1306 ",5/23/2012,Raspberry_Pi
117,"Adam Savage: Permission to Make! Time to put learning back in the hands of students and tinkerers. cc @MakerFaire 
http://ow.ly/b8zAf ",5/24/2012,MindShiftKQED
118,"Today is your last chance to enter to WIN a PC DIY Starter Kit from ASUS and @CorsairMemory worth $1,035! http://goo.gl/ounge  #MakerFaire",5/24/2012,ASUSUSA
119,"The Amp Hour #97 — Morbus Moilsome MakerFaire:     Welcome, Eben Upton of the Raspberry Pi Project!   Chris just... http://bit.ly/KVbs74 ",5/27/2012,TheAmpHour
120,What do @CainesArcade @makerfaire & @exploratorium all have in common? Our E.D. Dennis Bartels talks Informal Learning:http://ow.ly/aKEXt ,5/7/2012,exploratorium
121,Do-it-Yourself Learning Goes to School at the @MakerFaire. http://ow.ly/aMDZo ,5/8/2012,MindShiftKQED
122,"wow, kinda sad that Sparkfun's booth at Makerfaire, dedicated to ""making,"" is squeezed out by (apparent) cash cow'ing: http://www.sparkfun.com/news/855 ",5/8/2012,LatestArtists
123,Our own @jamesbastow and our artist in residence @agawaffle  interviewed in the Globe at @makerfaire! http://www.theglobeandmail.com/news/technology/tech-news/glory-in-the-garage-inventions-of-maker-faire/article2448716/ …,6/1/2012,kwartzlab
124,New video demo blog post (and the last vid we have from #MakerFaire - we've been stretching them out) http://www.raspberrypi.org/archives/1379 ,6/10/2012,Raspberry_Pi
125,"World Maker Faire New York announces the ""Call for Makers"" is open. Apply today!  http://bit.ly/CallforMakers  @makerfaire",6/15/2012,timoreilly
126,Celebrate #GeekDadDay w/ our favorite Geek Dad @donttrythis. He advises makers how to make on a budget at #MakerFaire http://f4a.tv/Jh1csI ,6/17/2012,foratv
127,"Hacker meets handicrafts at @makerfaire_van in YVR this weekend, with @JohnBiehler @2dots1symbol: http://ow.ly/bKAfJ ",6/21/2012,gillianshaw
128,http://MakerNotes.com  is up and running - a new Q&A site for everyone who likes making stuff. All are welcome. #makerfaire,6/22/2012,DZoneRick
129,Love how @radioshack is getting behind @makerfaire http://bit.ly/KpRgJc ,6/22/2012,timoreilly
130,Pizarro: Tech Museum puts #MakerFaire exhibits on display - San Jose Mercury News http://www.mercurynews.com/sal-pizarro/ci_20935740/pizarro-tech-museum-puts-maker-faire-exhibits-display …,6/25/2012,makerfaire
131,New post: MakerFaire K.C. sneak peak at ArcAttack’s new toy http://bit.ly/NtkaJB ,6/25/2012,hackaday
132,New post: Don’t bring your 3d printer to MakerFaire http://bit.ly/MM2zgT ,6/25/2012,hackaday
133,"#MMFEvanston wants wonderful wearable tech like this: @glowascii @makerfaire http://www.youtube.com/watch?v=h9Gu7UqqKYk …

Be a maker at http://Makerfaireevanston.com ",6/26/2012,MMFEvanston
134,"On @wired_design community: We visit with @SFCB at @makerfaire, make a notebook & share online bookmaking resources: http://design.hotwired.com/profiles/blogs/how-to-letterpress-and-bookbind-your-own-book …",6/4/2012,meigs
135,We stopped by @SFCB at @MakerFaire a few weeks ago. We made a notebook & rounded up some resources for bookmaking: http://bit.ly/KYKkF9 ,6/4/2012,Wired_Design
136,"Download and build your own 3D Printed, Bubble Blowing Robot! #myPetRobot #makerfaire http://www.thingiverse.com/thing:23690 ",6/5/2012,makerbot
137,Adam Savage's Maker Faire 2012 Talk: Why We Make: http://youtu.be/_otrgJ8Lmx4  #makerfaire #hackspace #arduino,6/8/2012,TheArduinoGuy
138,Have you heard?  Columbus is having a Mini Maker Faire and it's at COSI!  http://ow.ly/cmr0O  #makerfaire,7/19/2012,COSI
139,Call to Join the World Maker Faire Street Team http://owl.li/crb1Y  via @MakerFaire @Make,7/23/2012,LaughingSquid
140,"Congrats to Lynne from Cape Cod, MA, winner of the Project Remake contest: http://bit.ly/QhcRJc  - see her project at World @MakerFaire NY!",7/31/2012,make
141,"A MakerFaire (aka Make Magazine) is coming to Montreal August 25-26.
http://www.makerfairemontreal.ca . Totally going.",8/10/2012,nathanvf
142,"Tons of DIY culture + science + fun + food at World #MakerFaire NY, Sep 29-30. http://oreil.ly/iaWV6e  Make, mend, craft, learn--go!",8/20/2012,SuzAxtell
143,Something for kids to ponder: Could u design an invention/ robot to paint dots? #dotday @amptMN @makerfaire http://www.fablevisionlearning.org/dotday ,8/21/2012,peterhreynolds
144,3rd Annual World Maker Faire New York at the New York Hall of Science http://ow.ly/dbwz6  @makerfaire @nysci,8/23/2012,LaughingSquid
145,"Nerdy Derby, Mini Car Build & Race Competition at World Maker Faire http://ow.ly/diqC5  @makerfaire",8/28/2012,LaughingSquid
146,RT @turoczy: September in Portland is going to be insanely awesome: @pdxTBA @MUSICFESTNW @pdxconf @xoxo @feastpdx @makerfaire @ArtDesignPDX,8/6/2012,kmazz
147,"@makerfaire Programme is out now, @PartFusion and I are on it http://makerfaire.com/pub/e/8990 ",9/13/2012,Jeffrey_Roe
148,So far #xoxofest is like #makerfaire meets Venice Biennale.  Liking it!,9/14/2012,timoreilly
149,Portland Mini Maker Faire at OMSI is open. Awesome trebuchet next to river. Where will it throw?  #makerfaire pic.twitter.com/MQZvhyJ6,9/15/2012,dalepd
150,"Meet the Makers: browse the 500+ projects, presentations, and performances that will be at World #MakerFaire: http://makerfaire.com/newyork/2012/makerinfo/index.html …",9/17/2012,timoreilly
151,"Who's going to be at @MakerFaire #NewYork next weekend? If you have project you've designed in #SketchUp, DM us -- we'd love to see it!",9/18/2012,SketchUp
152,One student survey. She can't wait for @makerfaire. Hero is @PekkaSalokannel for all he's done for @tinkercad communitypic.twitter.com/HZN7CaNR,9/20/2012,jaymesdec
153,"Excited to see Seth Godin, @ThisIsSethsBlog speak about ""Art and Science and Making Things"" on Saturday the 29th  #MakerFaire",9/22/2012,BarrelOfMakers
154,"Make your own #DIY Drone and hear @chr1sa talk about ""Makers: The New Industrial Revolution"" http://makerfaire.com/pub/e/9341 ",9/22/2012,makerfaire
155,"First day of fall. Are you ready for Halloween? Come to #MakerFaire NY and learn to #Make your own #DIY costume 
http://makerfaire.com/pub/e/9177# ",9/22/2012,makerfaire
156,.@MakerFaire New York 2012 Preview - Travis Feldman of Molecule Synth - PLUS Tix Giveaway!:  http://bit.ly/Swaipy ,9/25/2012,core77
157,"RT@MakerShed #MakerFaire Special - Buy the Lockpick Blend Set, get the Emergency Lockpick Card 50% off! http://oreil.ly/PCtyhA ",9/25/2012,make
158,"And then this happened. Bloomberg makes this week ""Maker Week"" in New York! #MakerFaire http://www.marketwire.com/press-release/-1706040.htm …",9/26/2012,kwalkerwilson
159,EFF is at the World @MakerFaire New York this weekend. Join us in protecting your right to DIY! https://eff.org/r.a7m6 ,9/26/2012,EFF
160,"How Makers Are Influencing Product Design featuring @jaredrawk, at #MakerFaire this Saturday: http://bit.ly/UuVm7w ",9/26/2012,frogdesign
161,"There's still time to make a Nerdy Derby car for @MakerFaire! If you have a 3D printer, check out this parts kit: http://www.thingiverse.com/thing:30174 ",9/26/2012,make
162,Makers unite: the revolution will be home-made. http://www.bbc.co.uk/news/technology-19347120 … …,9/26/2012,makerfaire_uk
163,This weekend join @EPAresearch scientists @MakerFaire #NYC learn about ways we can protect health and environment: http://1.usa.gov/OePhzn ,9/27/2012,EPA
164,East Bay Mini Maker Faire returns in October   http://bit.ly/Qvn862  #Makerfaire #oakland,9/28/2012,oaklandlocal
165,"Want to plan your day at #MakerFaire this weekend?  Download the Faire App. Schedules, makers, maps and more.  http://app.net/makerfaire ",9/28/2012,makerfaire
166,"Hear Ye, Hear Ye: Mayor Bloomberg's ""Maker Week"" Proclamation: http://wp.me/p22K2I-115c  via @make",9/28/2012,makerfaire
167,Jeri with LED eyelashes @makerfaire http://instagr.am/p/QIoeN4Bp42/ ,9/28/2012,bekathwia
168,"Happy Maker Week, makers! As proclaimed by Mayor @MikeBloomberg via NYCEDC @sethpinsky #MakerFaire pic.twitter.com/V8cw6Qpq",9/28/2012,NYCEDC
169,Hey Weekend! Check our Top 5 weekend spots for makers/artists: http://bit.ly/UU71kV   @dumboartsfest @printed_matter @momaps1 @makerfaire,9/28/2012,3rdWardBrooklyn
170,Mentos and Coke explosion. Each Mentos is coated in 40 layers of sugar. #makerfaire  http://instagr.am/p/QLEqJ9njgM/ ,9/29/2012,juliamoskin
171,And @interbots Popchilla is here. #makerfaire #hackingautismpic.twitter.com/ue2NtMOu,9/29/2012,autismspeaks
172,Robots! #makerfaire #hackingautismpic.twitter.com/OKL6hv7f,9/29/2012,autismspeaks
173,We're at Maker Faire! Come visit us at the Hacking Autism booth! #hackingautism #makerfaire pic.twitter.com/k6Uu9A6a,9/29/2012,autismspeaks
174,Very excited to take my son to @makerfaire for the first time! With @alainabrowne. (@ New York Hall of Science) [pic]: http://4sq.com/PMYs7c ,9/29/2012,anildash
175,World Maker Faire opens.  New York Hall of Science today until 7pm.  Come join the maker community.  #MakerFaire pic.twitter.com/rndks65s,9/29/2012,dalepd
176,Love making things? Discover a whole new world of DIY-fun during the #MakerFaire NYC live stream! http://bit.ly/UxdNIF ,9/29/2012,generalelectric
177,EFF is in the Maker Pavilion @MakerFaire NY this weekend! Find us near the Arduino Stage & 3D Printer Village. https://eff.org/r.a7m6 ,9/29/2012,EFF
178,Wow! “@Frauenfelder: Hacking pocket calculators at #makerfaire   @ World Maker Faire 2012 http://instagr.am/p/QLIcTIie-U/ ”,9/30/2012,UnboredGuide
179,@Atmel takes home the Editor's Choice Award at #makerfaire 2012 http://twitpic.com/azygs1 ,9/30/2012,MicrochipMakes
180,.@wsj provides a kid's guide to #MakerFaire NY http://on.wsj.com/TXWd5W ,9/30/2012,timoreilly
181,"Business Insider photos of the 50,000-pound Life Size Mousetrap @makerfaire http://bit.ly/TXPQ2H ",9/30/2012,nysci
182,Saying goodbye to a wonderful @MakerFaire! #MakerFaire pic.twitter.com/ACWUNjhH,9/30/2012,illuminator99
183,"The great thing about #MakerFaire is the hope generated in me by people not being told what to do or build, but driven to build on their own",9/30/2012,motorbikematt
184,Thanks to everyone who came out to #MakerFaire this weekend!  We love your enthusiam for #making #DIY #hacking and play.,9/30/2012,makerfaire
185,"Time to buy tickets for EB Mini MakerFaire http://bit.ly/V339hx  Not so mini - 4000+ people last year, and 160 exhibits - and so much fun!",9/30/2012,timoreilly
186,We won an editor's choice ribbon at #makerfaire for our work in 3d printed assistive technology!  #umbchccpic.twitter.com/14Wem1B7,9/30/2012,amyhurst
187,.@adafruit's own Lady Ada and Lady Becky at MakerFaire: http://flic.kr/p/dfuwoy ,9/30/2012,johngineer
188,"This cycle, vote for Obama T shirt by Sarah Lavery @makerfaire Live it!! http://instagr.am/p/QNaKUVt3ZM/ ",9/30/2012,bust_magazine
189,"If you're not at @makerfaire and want to watch the livestream of my Raspberry Pi 101 talk, check out http://google.com/+MAKE ",9/30/2012,MattRichardson
190,Setting up our drone demo at #makerfaire with Stephen Wolfram and his son. They're doing drones too! pic.twitter.com/sx4PwpeY,9/30/2012,chr1sa
191,Become an EFF member today at @MakerFaire NY! We're in the Maker Pavilion. https://eff.org/r.a7m6 pic.twitter.com/KucBslnU,9/30/2012,EFF
192,How do YOU define 'making'? #makerfaire   @ World Maker Faire http://instagr.am/p/QM93vOv0Ux/ ,9/30/2012,RadioShack
