,Tweets,Time,Username
70,What is WITH these nerds. They are ALL so fucking NICE. #makerfaire,5/23/2010,cjereneta
71,"Nice coverage of #makerfaire by @wired. http://bit.ly/bG9jm1 Even if you can't go, follow @makerfaire online for news.",5/23/2010,timoreilly
72,"find out what people are reading about at #makerfaire booth today, and learn more about our functional dissections http://twitpic.com/1qdh4q",5/23/2010,AmbidextrousMag
73,"drop by our booth today at #makerfaire expo hall booth #139. and get a copy of our latest issue, ""cheap""! http://twitpic.com/1qdguf",5/23/2010,AmbidextrousMag
74,I dig these solar-powered Fireflies from the #MakerFaire!  http://geeksu.gr/8501371,5/23/2010,POPSUGARTech
75,ArcAttack is a band that makes music with 500 kilovolt Tesla coils. Wired video: http://bit.ly/bQRfGz #makerfaire,5/24/2010,gadgetlab
76,#MakerFaire 2010 - A Repair Manual for Every Thing on Earth http://bit.ly/a6pMK8 /via @JaymiHeimbuch,5/24/2010,iFixit
77,Look what @cerebus19 just delivered from @makerfaire! @jonathanhliu's a-maz-ing Etch-a-Sketch of Timmy: http://j.mp/axihF2,5/24/2010,thinkgeek
78,R2-D2 roundup at @MakerFaire thanks to R2 Builders group! http://twitpic.com/1q8558 & http://twitpic.com/1q85a5 #starwars #makerfaire,5/24/2010,starwars
79,"Thinks we are just a couple years away from @makerfaire equaling @Comicon's ability to make ""nerdy"" things mainstream http://bit.ly/bRmyuA",5/26/2010,josephflaherty
80,"So, here's the @newshour story about @makerfaire using my photos: http://ht.ly/1QlkM . It's also linked from here: http://ht.ly/1Qlln",5/26/2010,inkyhack
81,Hate Brussels Sprouts? Prove to your mom by sequencing your genetics at home. http://www.youtube.com/watch?v=zrejvnVfZJE&  @makerfaire,5/26/2010,jeriellsworth
82,R2-D2 Builders at @MakerFaire - photos & video - http://bit.ly/cBAkVZ #starwars #robots #makerfaire,5/27/2010,starwars
83,The #StarWars sack puppets at #MakerFaire were a huge hit! Thanks @bonniegrrl & Terri! See pics and tutorial here: http://cot.ag/9SXFfs,5/28/2010,craft
84,Two new @thingm products! LinkM and BlinkM MinM: http://thingm.com/products/ See them first in the Maker Shed @makerfaire!,5/5/2010,mikekuniavsky
85,I used to think I was all DIY & #makerfaire & stuff.  But this guy raised the bar with FUSION REACTOR:  http://tinyurl.com/32cyp9x,6/23/2010,jaredrawk
86,VIDEO: I chat w/ Electronic Playground about my #StarWars #Crafts & #MakerFaire! http://is.gd/daNCJ,6/30/2010,bonniegrrl
87,"RT @makerfaire: Adam Savage on ""Problem Solving: How I Do It"":  video from Maker Faire.   Thanks, Adam.   http://bit.ly/91nxRs",6/5/2010,dalepd
88,"Here's my ""Natural History of Danger"" presentation as a comic book: http://bit.ly/98ijGS #50dt #makerfaire",6/7/2010,gever
89,Maker Faire Detroit makes for unlikely bedfellows:  US Army http://bit.ly/bkD2vC and Singer Sewing Machines http://singerco.com/ #makerfaire,7/16/2010,timoreilly
90,"Get ready for @MakerFaire Detroit! It's the best DIY technology event around, and you don't want to miss it! http://bit.ly/dlpQxp",7/16/2010,BurdaStyle
91,"""This is our Woodstock."" Love @dalepd's enthusiasm in this KRON TV segment about #makerfaire http://bit.ly/c9z1kV Detroit and NYC coming up",7/17/2010,timoreilly
92,"-@dalepd talks about ""Making Detroit"" -- @makerfaire Detroit takes place 7/31 & 8/1 http://bit.ly/9O6q0Z",7/22/2010,LaughingSquid
93,"Open Hardware Summit 2010 takes place September 23rd at @NYSCI in Queens, NY, right before @makerfaire NYC http://bit.ly/birSht",7/22/2010,LaughingSquid
94,Meet your crafty Detroit Makers! I want one of those Michigan map notebooks... http://bit.ly/9tThfd (via @craft) #MakerFaire #make,7/22/2010,thehenryford
95,"Interview with Emeka Okafor Maker Faire Africa, an event he launched last year in Accra, Ghana: http://bit.ly/azHhnK #MakerFaire",8/10/2010,DesignObserver
96,The second #makerfaire Africa takes place next week in Nairobi #Kenya http://bit.ly/OAARt #mfa10 (via @emeka_okafor @disterics),8/22/2010,makerfairafrica
97,"New video: Dale Dougherty, editor and publisher of MAKE magazine, speaks about the rise of Makers and MakerFaire: http://bit.ly/aKVyiT",9/16/2010,KauffmanFDN
98,"Getting so excited about Open Hardware Summit -  top speakers, academics/policy & weekend of MakerFaire to follow! #openhardwaresummit",9/20/2010,home_sense
99,Excitement is building for this weekend's @makerfaire! I'll be live tweeting on Saturday and would love to meet you! http://etsy.me/akjMc2,9/21/2010,Etsy
100,nyc bound! come check out my robot's standup routines at #makerfaire this weekend!! http://makerfaire.com/pub/e/4621,9/23/2010,heatherknight
101,Snapshot of events happening at #makerfaire: http://bit.ly/aMMfCP (press release),9/23/2010,make
102,Modkit - a graphical programming environment for Arduino: http://bit.ly/aq4cHk via @makerfaire,9/24/2010,stellawongo
103,"Modkit - a graphical programming environment for Arduino: 

Kickstarter's project of the day for 9/25/2010 is Modk... http://bit.ly/aq4cHk",9/24/2010,makerfaire
104,Free Drawdio kits at the @element14 #MakerFaire http://bit.ly/b9UoaP,9/24/2010,adafruit
105,WSJ slide show preview of #makerfaire.   Last photo is the most awesome shot of ArcAttack! in the Great Hall.  http://bit.ly/biToN8,9/24/2010,dalepd
106,"From the New York Times: Where Engineering and Prowess Meet Burning Man, World #MakerFaire, http://oreil.ly/9f14bK",9/24/2010,OReillyMedia
107,We'll be @MakerFaire NYC all weekend along with these great projects http://bit.ly/aDxYi3 Come out + learn cool stuff!,9/24/2010,kickstarter
108,"RT@makerfaire: World Maker Faire NY exclusive: Netduino Plus with Ethernet and SD card support: 
http://bit.ly/cgbPg9",9/24/2010,MakerShed
109,DIY comes alive. Bring family & friends to World Maker Faire at NY Hall of Science in Queens this weekend.  http://bit.ly/aOKBtM #makerfaire,9/24/2010,timoreilly
110,Really impressed by life size mousetrap @makerfaire @nysci www.lifesizemousetrap.org can check out on friday and saturday #makerfaire,9/24/2010,RogerClark41
111,RT @oreillymedia #MakerFaire #Ebook Deal of the Day - Only $9.99ea. Use code: DDMFB http://oreil.ly/d7CbRn,9/24/2010,make
112,There's a whole lotta this roaming around #makerfaire  http://yfrog.com/6c6fupj,9/25/2010,Etsy
113,This rocket is taking off. Hope you enjoyed the live Tweeting. Will upload pics soon. #makerfaire http://yfrog.com/n5n2bij,9/25/2010,Etsy
114,XSS arts and crafts course at the MakerFaire  http://twitpic.com/2rwloa,9/25/2010,alexsotirov
115,This is pretty awesome :) RT: @macegr: arc attack plays iron man at @makerfaire  http://twitvid.com/XAK5Y,9/25/2010,OmerK
116,"ways new york is different from san francisco, #7428: only saw ONE dork in a utilikilt and ZERO vibram fivefingers at @makerfaire nyc today.",9/25/2010,lia
117,ATM hackers at the MakerFaire  http://twitpic.com/2rwr9q,9/25/2010,alexsotirov
118,"For info on Maker Faire in NY today, follow @makerfaire and/or the hashtag #makerfaire http://j.mp/cNrQLn",9/25/2010,eric_andersen
119,@nyclnnyc looks like everyone is enjoying maker faire #nycln #imakenyc #makerfaire http://flic.kr/p/8E24as,9/25/2010,rjraffa
120,RT @Etsy: Windowfarms.org hydroponic edible garden that helps city dwellers grow food in their apt. #makerfaire http://yfrog.com/eunbsbj,9/25/2010,Liswrite
121,"Win 2 day passes to @MakerFaire NY, 2-day DIY campout at @nysci Hall of Science. Follow&RT to win: 10am. http://bit.ly/bZDtAq #makerfaireny",9/25/2010,gemini_scorpio
122,"RT @laughingsquid: a few preview photos of @makerfaire NYC, which takes place today & tomorrow at @nysci in Queens http://bit.ly/9eytDH",9/25/2010,make
123,"RT @CharlieCurve: Today's @WSJ suggests 4 events: Nat'l Book Festival, @MakerFaire in NYC, Ig Nobel Prize at Harvard & @TEDxDetroit!",9/25/2010,TEDxDetroit
124,Maybe you want to be a lockpicker for Halloween? There's a demo for that at #MakerFaire  http://yfrog.com/elqymaj,9/25/2010,Etsy
125,"Overheard at #makerfaire- by 12 yr old at C3 booth""mom, see we can use phones to learn. So let me use your iPhone!"" #nycln # makerfaire",9/25/2010,Overheard_it
126,Perhaps you need a gun-operated alarm clock to wake up? Look no further than #MakerFaire http://yfrog.com/n0jbkj,9/25/2010,Etsy
127,http://twitpic.com/2rwy1m - Personal air conditioner made of upcycled materials was built by a high school student. #MakerFaire,9/25/2010,LanceUlanoff
128,Kids are helping decorate a van while getting hit with the smile bug. It's contagious at #makerfaire  http://yfrog.com/0f4fugj,9/25/2010,Etsy
129,http://twitpic.com/2rwk77 - I just found a Texas Instrument's $4.30 micro-controller board for robotics development. #MakerFaire,9/25/2010,LanceUlanoff
130,Windowfarms.org hydroponic edible garden that helps city dwellers grow food in their apt year round. #makerfaire http://yfrog.com/eunbsbj,9/25/2010,Etsy
131,video of The Life Size Mousetrap completing a successful run Friday to kick off @makerfaire New York 2010 http://bit.ly/dniCbt,9/25/2010,LaughingSquid
132,"- @makerfaire coverage on @nytimes http://nyti.ms/cr2kBK, @wsj http://bit.ly/dC1kdG & @NY1headlines http://bit.ly/cfQHv8",9/25/2010,LaughingSquid
133,"the gates are about to open at @makerfaire, come on out! http://instagr.am/p/BIM/",9/25/2010,LaughingSquid
134,“The State of Arduino” talk at MakerFaire 2010 http://bit.ly/dxcn8N,9/26/2010,adafruit
135,uploading a bunch of photos & video from this weekend's @makerfaire http://bit.ly/9eytDJ,9/26/2010,LaughingSquid
136,Feeling like part of the future; at JFK sitting in translucent yellow chairs with an A380 rolling by and reflecting on a great MakerFaire,9/26/2010,oomlout
137,"I noticed that too. Ford? Seemed weird. RT @caro: So, what about all those massive corporate sponsors at @makerfaire? http://bit.ly/aLfy2U",9/26/2010,juliaxgulia
138,"Welp, here goes nothing! Fingers crossed for a successful day - at least I'll be outside in lovely, REAL autumn weather all day. #makerfaire",9/26/2010,itsastitch
139,"So uh, what about all those massive corporate sponsors at @makerfaire? http://bit.ly/aLfy2U",9/26/2010,caro
140,"OH from 8yo kid @makerfaire: ""Daddy, you need a 3D printer.""",9/26/2010,makerbot
141,"The strap clips on my camera failed, got replacements 3D printed on a makerbot #makerfaire",9/26/2010,parkan
142,Finished my #makerfaire demo & now I'm checking out all the booths....,9/26/2010,brettbara
143,"""Explain to me what exactly it is that you do"" -Canadian customs official examining the #OpenHWSummit & #MakerFaire contents of my suitcase",9/26/2010,katehartman
144,Yay! RT @BurdaStyle: We won the @makerfaire blue ribbon for editors choice!!  http://plixi.com/p/47285142,9/26/2010,kate_mckean
145,"Lumarca won the #RedBull Invent the Future Award at #MakerFaire NY 2010! Free #makerbot,#makemag,redbull!",9/26/2010,bre
146,Saw this guy at #MakerFaire. He makes math based metal sculptures that are blowaway cool. http://bit.ly/aSqC2N,9/26/2010,cwiggins
147,Unpacking imagination--Why don't we let children build their own playgrounds? NYT: http://nyti.ms/ctjqzg  #MakerFaire,9/26/2010,AndresHenriquez
148,"#Opensource lovers, be sure to check out the #BeagleBoard and HawkBoard at #MakerFaire!",9/26/2010,TXInstruments
149,This week has been a blast and we can't wait to see you next time! Check designsomething.org for the latest news! #makerfaire #openHWsummit,9/26/2010,TXInstruments
150,"Lumarca won the #RedBull Invent the Future Award at #MakerFaire NY 2010! Free #makerbot,#makemag,redbull! Thanks maker faire/bot, red bull!",9/26/2010,madparker
151,"Calling all hobbyists! We have the #BeagleBoard, HawkBoard and EVAL BOT in the #MakerFaire yellow tent. Stop by and check it out",9/26/2010,TXInstruments
152,@makerfaire is an extraordinary gathering. mslo has a vibrant booth and hannah milman and the gang are very busy crafting,9/26/2010,MarthaStewart
153,"Funniest thing overheard @ #makerfaire was somebody asking Massimo Banzi if he was aware of Arduino.  ""Yes I started it"" was the reply.",9/26/2010,FunGizmos
154,@makerfaire Thanks to all the makers who along with our crew and the staff from NYSCI helped create this wonderful experience in NYC.,9/26/2010,dalepd
155,RT @makerfaire: RT @Threadbare: volunteering at #makerfaire made me feel good about america for the first time in a while.,9/26/2010,craft
156,Riding the rocket ponies at #makerfaire. What a treat!  http://bit.ly/dlUT4w Saw @davidpogue and Nolan Bushnell in the crowd.,9/26/2010,timoreilly
157,Life Size Mousetrap crushes a taxi with a 2-ton safe at @makerfaire. http://bit.ly/92badN via @caro,9/26/2010,LaughingSquid
158,"- @makerfaire is in full swing out here in Queens, so much stuff to check out  http://instagr.am/p/BKU/",9/26/2010,LaughingSquid
159,"Mel Cunningham: ""I was here for the World's Fair in 1965 and what's here today is better."" #makerfaire",9/26/2010,dalepd
160,Getting ready to make a rare trip out to Queens for #MakerFaire ! Packing robots and robot step-outs.,9/26/2010,brettbara
161,video of the 1st run of the Life Size Mousetrap last Friday at @makerfaire http://bit.ly/dniCbt,9/27/2010,LaughingSquid
162,What I learned at @makerfaire: Science education should be a little more dangerous. http://bit.ly/apTOdC,9/27/2010,caro
163,"Dale Doherty says ""STEM is push. Makers is pull."" #makerfaire http://bit.ly/c2Zggt",9/27/2010,US_IMLS
164,Life-size Mouse Trap game at #MakerFaire: a supersized Rube Goldberg machine: http://bit.ly/9vgXEP,9/27/2010,TonyJHoffman
165,Why is MakerFaire more engaging to kids than many science classes? http://bit.ly/cEhBub,9/27/2010,stevesilberman
166,photos & video from last weekend @makerfaire which took place at @nysci in Queens http://bit.ly/9eytDJ,9/27/2010,LaughingSquid
167,"Answer: People, objects, places, and situations. Question: What things engage makers and learners? #makerfaire",9/27/2010,US_IMLS
168,"Teachers as Makers workshops http://bit.ly/cO1Bvz @iskme making curriculum together inspired by #makerfaire, oct 2 in nyc. #makered",9/27/2010,aegodwin
169,raw footage of the epic Madagascar Institute Chariot Races at @makerfaire http://bit.ly/clQe6d via @littletock,9/27/2010,LaughingSquid
170,"Tom Kalile of the white house office of science and technology policy says the makers movement is ""yeasty and generative."" #makerfaire",9/27/2010,US_IMLS
171,"at @makerfaire last weekend @bre announced the new Thing-O-Matic, a larger, fully automatic @makerbot 3D printer http://bit.ly/d3tpZT",9/27/2010,LaughingSquid
172,Thanks @tigoe for organizing a whirlwind ITP weekend at the #Makerfaire NYC.  http://bit.ly/b31PRE  http://bit.ly/9nrjjU,9/27/2010,shiffman
173,Tom Kalil #OSTP speaks/reflects #NYSCI #Makerfaire #NSF  Workshop connecting MAKER movement and education reform. STEM as Obama's priority,9/27/2010,Idit
174,The most amazingly awesome & funny @TNNAorg volunteer Nina taught me to knit (Yay Continental!) @ #makerfaire this wknd. Amazed & thankful.,9/27/2010,kate_mckean
175,"Dale Dougherty #MAKERFAIRE loves to see people build code, program a piece of software or sim - ""doing coding as a performing art"" #NYSCI",9/27/2010,Idit
176,RT @makerfaire_uk: Confirmed! Maker Faire UK to return to Newcastle 12-13 March 2011.  More details can be found  http://bit.ly/aR0815,9/27/2010,oomlout
177,"RT @CharlieCurve: The @WSJ suggests 4 events this week: Nat'l Book Festival, @MakerFaire in NYC, Ig Nobel Prize at Harvard & @TEDxDetroit!",9/27/2010,TEDxDetroit
178,makerfaire_uk Confirmed! Maker Faire UK to return to Newcastle 12-13 March 2011.  More details can be found  http://bit.ly/aR0815,9/27/2010,OReillyUK
179,Maker Faire in NYC drew thousands. How can libraries and museums support the grassroots makers movement? #makerfaire http://bit.ly/c2Zggt,9/27/2010,US_IMLS
180,"Meet the Fe26 Maidens, Bronx Sci's all-girl robotics team at @makerfaire: http://bit.ly/d2cU52 (via  @ryansara)",9/28/2010,TheAtlantic
181,"BIGNAZO at the MakerFaire World, flickr through these! : http://bit.ly/9IHNzM",9/28/2010,andy_canon
182,MakerFaire New York 2010 Photos http://bit.ly/9zug8T,9/28/2010,adafruit
183,"Meet the Fe26 Maidens, an all-girl robotics team at @makerfaire: http://bit.ly/d2cU52 (by @ryansara) (via @alexismadrigal)",9/28/2010,blprnt
184,"Jet-Propelled Merry-Go-Rounds, Homemade Robots, and More http://bit.ly/aLmlN2 @llauren reports on #makerfaire",9/28/2010,kishizuka
185,"Gr8ful, while makers  like me made things 4 $ change maker @anildash headed 2 makerfaire & wrote about it 4 us. http://2.dashes.com/9pTFJw",9/28/2010,angrywayne
186,One more reason I love working at @OReillyMedia. Here's @timoreilly riding a pulse jet on a giant swing set http://bit.ly/byCAsU #makerfaire,9/28/2010,bjepson
187,"I got to teach Chris how to knit &he was kind enough to pop this vid up to show you too! @makerfaire,@makezine http://blog.makezine.com/archive/2010/09/cat_shows_me_how_to_knit.html … via @make",9/28/2010,RedHeartYarns
188,Photos from #makerfaire by Time Out New York http://bit.ly/d45tyG,9/29/2010,make
189,check out the video of me and @bekathwia riding jet-powered carousel ponies at  #makerfaire!! http://youtu.be/xuOJhEHM3DQ,9/29/2010,dustynrobots
190,"MakerFaire @nysci ""opened our eyes to the real power of community and informal, lifelong learners"" says Eric S: http://tinyurl.com/2enaf4t",9/29/2010,ExhibitFiles
191,@makerbot - makerbot and the 3D Printer Village mentioned and in photos! http://nyti.ms/b5GDCJ #makerfaire,9/29/2010,3DVillage
192,"@EricMichaud: I can text that machine from my phone and have it stab people. Eric's grandmother: Oh, that's very nice. #makerfaire",9/29/2010,circuitsluts
193,Check out our FB album for more photos of @makerfaire http://bit.ly/bj9fEy Thanks to @make & @craft for pulling a great event together!,9/29/2010,RedHeartYarns
194,"""jobs that many of us have in 2030 will be determined by young people who attended a @MakerFaire"" @AnilDash http://j.mp/bURDYS",9/30/2010,heif
195,Sad that you missed the @MakerFaire in NYC last week? Check out our slideshow of the most interesting exhibitors! http://ow.ly/2Mvmc #green,9/30/2010,crispgreen
196,"great @makerfaire meetup in NYC tonight, we have an amazing crew of people organizing the first ever World Maker Faire http://bit.ly/bS1rBE",9/7/2010,LaughingSquid
197,"Agh if only MakerFaire didn't already happen. I kinda wanna smash some things or maybe flip some tables. In an organized, non-violent manner",10/1/2010,Walfas
198,Eri Gentry on DIYbio NYC and the BioBus @makerfaire http://tinyurl.com/25wo5hc,10/1/2010,make
199,My GeekMom post about electronic fashions I saw at #makerfaire features lovely dress by @spiralshannon! http://bit.ly/cyQAc7,10/11/2010,KathyCeceri
200,#Ottawa's new crop of networking events brings fresh ideas and talent to the fore #tedx #makerfaire #pechakucha http://bit.ly/ct09Eh,10/17/2010,LucLalande
